                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                     56,               0.031762,               0.024293,               0.019593,                      0,                0.86046,                0.71012,                0.80591,                 0.5661,                0.85826,                0.70441,                0.80386,                0.56401,               0.033249,               0.022707,               0.017081,                      0,               0.008911,               0.008911,               0.008911
                     57,               0.030898,               0.023797,               0.019159,                      0,                0.89927,                0.73129,                0.80781,                0.57018,                0.89108,                0.71977,                0.79073,                0.55951,               0.034101,               0.023247,               0.017103,                      0,              0.0088912,              0.0088912,              0.0088912
                     58,               0.031059,               0.023795,               0.018414,                      0,                0.93576,                0.69903,                0.82191,                0.56852,                0.93017,                0.69037,                0.81516,                0.56326,               0.032986,               0.023347,               0.016523,                      0,              0.0088714,              0.0088714,              0.0088714
                     59,               0.031574,               0.023444,               0.019255,                      0,                 0.8395,                0.74472,                0.81581,                0.56405,                0.83471,                0.74088,                 0.8039,                0.55486,               0.033566,               0.024802,               0.016342,                      0,              0.0088516,              0.0088516,              0.0088516
                     60,               0.031375,               0.024372,               0.019287,                      0,                0.93466,                0.69482,                0.79758,                0.54572,                 0.9343,                 0.6824,                0.77708,                0.52708,               0.035284,               0.024276,               0.016953,                      0,              0.0088318,              0.0088318,              0.0088318
                     61,               0.031191,               0.024157,               0.019517,                      0,                0.82308,                0.74088,                0.81575,                0.57325,                0.90791,                0.67179,                0.79923,                0.56479,               0.033095,                0.02341,               0.016666,                      0,               0.008812,               0.008812,               0.008812
                     62,                0.03138,               0.023457,               0.020897,                      0,                 0.9155,                0.69482,                0.80929,                0.55903,                0.90697,                0.68906,                0.79014,                0.56113,               0.033713,               0.022923,               0.016537,                      0,              0.0087922,              0.0087922,              0.0087922
                     63,               0.031024,                0.02343,               0.018706,                      0,                0.89499,                0.70633,                 0.8138,                0.56284,                0.89387,                0.70633,                0.80356,                0.55135,               0.033428,               0.023103,               0.016479,                      0,              0.0087724,              0.0087724,              0.0087724
                     64,               0.030196,               0.022807,               0.018457,                      0,                0.90419,                0.71977,                0.82652,                0.57846,                0.89615,                0.71785,                0.81511,                 0.5722,               0.031826,               0.022738,               0.017223,                      0,              0.0087526,              0.0087526,              0.0087526
                     65,               0.030589,               0.023317,               0.019008,                      0,                0.88535,                0.72553,                0.82025,                0.57888,                0.88301,                0.72361,                0.81432,                0.56606,               0.032713,               0.023139,               0.016805,                      0,              0.0087328,              0.0087328,              0.0087328
                     66,               0.030317,               0.023594,                0.01832,                      0,                0.89859,                0.73135,                0.81869,                0.57957,                0.89388,                0.72752,                0.80821,                0.56886,               0.032896,               0.023125,               0.016476,                      0,               0.008713,               0.008713,               0.008713
                     67,               0.030573,               0.022884,                0.01824,                      0,                0.90688,                0.71028,                0.81907,                0.57424,                0.89498,                0.70633,                0.80807,                0.57838,               0.033103,               0.022702,               0.016062,                      0,              0.0086932,              0.0086932,              0.0086932
                     68,               0.030203,               0.023136,               0.018655,                      0,                0.91394,                0.69301,                 0.8031,                0.55492,                0.90634,                0.68725,                0.78795,                0.56829,               0.034851,               0.022853,               0.016315,                      0,              0.0086734,              0.0086734,              0.0086734
                     69,               0.030241,               0.023125,                0.01862,                      0,                0.87362,                0.72553,                 0.8084,                0.57158,                0.87131,                0.72361,                 0.8019,                0.57125,               0.032908,               0.022966,               0.017443,                      0,              0.0086536,              0.0086536,              0.0086536
                     70,               0.029721,               0.022831,               0.018245,                      0,                0.86654,                0.72937,                 0.8106,                0.56629,                0.85697,                0.72169,                0.79196,                0.55948,               0.034122,               0.023324,               0.016893,                      0,              0.0086338,              0.0086338,              0.0086338
                     71,                0.02963,                0.02234,               0.017955,                      0,                0.88455,                0.75432,                0.83968,                 0.5863,                0.88458,                0.74856,                0.82756,                0.57661,               0.031532,               0.022842,               0.016087,                      0,               0.008614,               0.008614,               0.008614
                     72,               0.029693,               0.022706,               0.018316,                      0,                0.88451,                0.74974,                0.81622,                0.57841,                0.87999,                 0.7459,                0.80354,                0.56921,               0.033294,               0.023122,               0.017701,                      0,              0.0085942,              0.0085942,              0.0085942
                     73,               0.029524,               0.022929,               0.018033,                      0,                0.88078,                0.74664,                 0.8398,                0.58838,                0.89077,                0.73321,                0.82624,                0.57517,               0.031081,               0.022328,               0.016295,                      0,              0.0085744,              0.0085744,              0.0085744
                     74,               0.029626,               0.023071,               0.017829,                      0,                0.91673,                0.73512,                0.83831,                0.58453,                0.91217,                0.73129,                0.82443,                0.57991,               0.032021,               0.022279,               0.015773,                      0,              0.0085546,              0.0085546,              0.0085546
                     75,               0.029437,               0.022962,               0.018179,                      0,                0.89465,                0.74978,                0.81889,                0.58677,                0.89379,                0.74298,                0.81986,                0.57517,                0.03274,               0.022632,               0.015984,                      0,              0.0085348,              0.0085348,              0.0085348
                     76,               0.028669,               0.022688,               0.017762,                      0,                0.92234,                0.69674,                0.80539,                0.56726,                 0.9198,                0.69482,                0.79235,                0.56025,               0.033175,               0.022973,               0.017533,                      0,               0.008515,               0.008515,               0.008515
                     77,               0.029358,               0.022949,               0.018088,                      0,                0.85391,                0.72925,                0.81033,                0.56925,                0.85166,                0.72733,                0.80281,                0.55657,               0.033216,               0.023351,               0.016345,                      0,              0.0084952,              0.0084952,              0.0084952
                     78,               0.028765,                0.02287,               0.017409,                      0,                0.90725,                0.71343,                0.80839,                0.56555,                0.90237,                0.70959,                0.79916,                 0.5586,               0.034717,               0.022847,               0.016399,                      0,              0.0084754,              0.0084754,              0.0084754
                     79,               0.028513,               0.022674,                0.01803,                      0,                0.88521,                0.72745,                0.81571,                0.57449,                0.88039,                0.71977,                0.80204,                0.57125,               0.032426,               0.023211,               0.016698,                      0,              0.0084556,              0.0084556,              0.0084556
                     80,               0.029882,               0.022147,               0.018339,                      0,                0.92236,                0.72967,                0.80846,                 0.5646,                0.91683,                0.72169,                0.79548,                0.55525,               0.033599,               0.023283,               0.016601,                      0,              0.0084358,              0.0084358,              0.0084358
                     81,               0.029077,               0.022144,                0.01742,                      0,                0.88113,                0.75432,                0.83217,                0.58122,                0.92385,                0.71401,                0.81704,                0.57335,               0.032447,               0.022873,               0.016524,                      0,               0.008416,               0.008416,               0.008416
                     82,               0.028693,               0.022546,               0.017326,                      0,                0.87573,                0.73512,                0.81665,                0.57435,                0.87196,                0.73195,                0.80585,                0.56598,               0.032671,               0.023155,               0.017194,                      0,              0.0083962,              0.0083962,              0.0083962
                     83,                0.02898,               0.022494,               0.017522,                      0,                0.90468,                0.71785,                0.81994,                0.57933,                0.90226,                0.71593,                0.81076,                0.57374,               0.033073,               0.022868,               0.016009,                      0,              0.0083764,              0.0083764,              0.0083764
                     84,               0.029047,               0.022422,               0.017543,                      0,                0.90871,                0.70825,                0.80349,                 0.5676,                 0.8964,                0.69866,                0.78831,                 0.5691,               0.033994,               0.023277,               0.016666,                      0,              0.0083566,              0.0083566,              0.0083566
                     85,               0.028924,                0.02208,               0.017555,                      0,                0.91711,                0.74664,                0.83698,                0.59682,                0.91239,                 0.7428,                0.82946,                0.58771,               0.031057,               0.022587,                0.01595,                      0,              0.0083368,              0.0083368,              0.0083368
                     86,               0.028616,               0.021572,               0.017465,                      0,                0.93207,                0.71108,                0.81183,                0.57459,                0.92789,                0.71624,                0.80494,                0.57154,               0.032541,               0.022129,               0.016936,                      0,               0.008317,               0.008317,               0.008317
                     87,               0.028998,               0.022207,               0.018198,                      0,                0.89443,                0.73181,                0.81729,                  0.589,                0.89524,                 0.7381,                0.81103,                0.57573,               0.031893,               0.022778,                0.01675,                      0,              0.0082972,              0.0082972,              0.0082972
                     88,               0.028851,               0.021685,                0.01744,                      0,                0.89391,                0.74398,                0.82572,                 0.5771,                 0.8864,                0.72745,                0.81288,                0.57063,               0.031914,               0.022963,               0.016417,                      0,              0.0082774,              0.0082774,              0.0082774
                     89,               0.028736,               0.022639,               0.017258,                      0,                0.90755,                0.73896,                0.83143,                0.58794,                0.91005,                0.73129,                0.82742,                0.58075,               0.031949,               0.022968,               0.015811,                      0,              0.0082576,              0.0082576,              0.0082576
                     90,               0.027858,               0.021957,               0.016937,                      0,                0.92128,                0.69634,                0.80932,                 0.5702,                0.91545,                 0.6929,                0.79799,                0.56329,                0.03274,               0.023246,               0.016742,                      0,              0.0082378,              0.0082378,              0.0082378
                     91,               0.028346,               0.021667,               0.017356,                      0,                0.86453,                0.77543,                0.84208,                0.60635,                0.85799,                0.76967,                0.82187,                0.58885,               0.031086,               0.022619,               0.015977,                      0,               0.008218,               0.008218,               0.008218
                     92,               0.028851,               0.022428,               0.017516,                      0,                0.90929,                0.71209,                0.82056,                0.58607,                0.90684,                0.71017,                0.80859,                0.57393,               0.031859,               0.023342,               0.016952,                      0,              0.0081982,              0.0081982,              0.0081982
